,Airline_Mentioned,Attribute_Mentioned
12512,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12513,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12514,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12515,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12516,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12517,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12518,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12519,['frontier_airline'],"['customer_service', 'monetary_values']"
12520,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12521,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12522,['frontier_airline'],"['customer_service', 'check-in_boarding', 'comfort']"
12523,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort']"
12524,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12525,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12526,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12528,['frontier_airline'],"['check-in_boarding', 'customer_service', 'food_beverage', 'monetary_values']"
12529,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12530,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12531,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12532,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12533,['frontier_airline'],"['comfort', 'customer_service']"
12534,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12535,['frontier_airline'],"['check-in_boarding', 'customer_service', 'in-flight_entertainment']"
12536,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12537,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12538,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12539,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service', 'comfort']"
12540,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12541,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12542,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12543,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12544,['frontier_airline'],"['comfort', 'customer_service']"
12545,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12546,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12547,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort', 'food_beverage']"
12548,['frontier_airline'],"['comfort', 'customer_service', 'check-in_boarding']"
12549,"['frontier_airline', 'united_airline']",['check-in_boarding']
12550,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12551,['frontier_airline'],"['customer_service', 'comfort']"
12552,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12553,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12554,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12555,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12556,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12557,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort']"
12558,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12559,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12560,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12561,['frontier_airline'],['check-in_boarding']
12562,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort']"
12563,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12564,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12565,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12566,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
12567,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12568,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12569,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12570,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12571,['frontier_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
12572,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12573,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12574,['frontier_airline'],"['customer_service', 'check-in_boarding', 'cleanliness', 'monetary_values']"
12575,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12577,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12578,['frontier_airline'],"['check-in_boarding', 'customer_service', 'comfort']"
12579,"['frontier_airline', 'southwest_airline']","['check-in_boarding', 'monetary_values']"
12580,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12581,['frontier_airline'],"['monetary_values', 'cleanliness', 'comfort', 'check-in_boarding']"
12582,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12583,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'food_beverage']"
12584,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12585,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12586,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12587,['frontier_airline'],"['check-in_boarding', 'customer_service', 'comfort', 'monetary_values']"
12588,['frontier_airline'],"['monetary_values', 'comfort', 'customer_service']"
12589,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
12590,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12591,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12592,['frontier_airline'],"['customer_service', 'monetary_values', 'comfort', 'check-in_boarding', 'food_beverage']"
12593,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service', 'comfort']"
12594,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12595,['frontier_airline'],"['customer_service', 'check-in_boarding', 'comfort']"
12596,['frontier_airline'],"['check-in_boarding', 'customer_service', 'food_beverage', 'monetary_values']"
12597,['frontier_airline'],"['customer_service', 'monetary_values']"
12598,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12599,"['frontier_airline', 'delta_airline']","['customer_service', 'check-in_boarding']"
12600,['frontier_airline'],"['comfort', 'check-in_boarding', 'monetary_values']"
12601,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12602,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12603,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12604,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort', 'food_beverage']"
12605,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12606,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12607,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12608,"['frontier_airline', 'delta_airline']","['comfort', 'food_beverage', 'monetary_values', 'check-in_boarding', 'customer_service']"
12609,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort']"
12610,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12611,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12612,['frontier_airline'],['customer_service']
12613,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12614,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12615,['frontier_airline'],"['cleanliness', 'customer_service', 'check-in_boarding']"
12616,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values', 'comfort']"
12617,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12618,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12619,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12620,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values', 'cleanliness', 'comfort', 'food_beverage']"
12621,"['frontier_airline', 'united_airline']","['check-in_boarding', 'customer_service', 'monetary_values']"
12622,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12623,['frontier_airline'],"['comfort', 'check-in_boarding', 'monetary_values']"
12624,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12625,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort', 'customer_service']"
12626,['frontier_airline'],"['customer_service', 'monetary_values']"
12627,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12628,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12629,['frontier_airline'],"['food_beverage', 'comfort', 'customer_service']"
12630,"['frontier_airline', 'united_airline']","['check-in_boarding', 'monetary_values']"
12631,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12632,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12633,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12634,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12635,"['frontier_airline', 'delta_airline']","['monetary_values', 'check-in_boarding', 'customer_service']"
12636,['frontier_airline'],['check-in_boarding']
12637,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12638,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12639,"['frontier_airline', 'delta_airline', 'spirit_airline']","['customer_service', 'monetary_values', 'check-in_boarding']"
12640,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12641,['frontier_airline'],"['check-in_boarding', 'customer_service']"
12642,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12643,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12644,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12645,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
12646,['frontier_airline'],"['monetary_values', 'check-in_boarding']"
12647,['frontier_airline'],"['customer_service', 'check-in_boarding', 'comfort']"
12648,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12649,"['frontier_airline', 'delta_airline']","['monetary_values', 'check-in_boarding', 'customer_service']"
12650,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12651,['frontier_airline'],"['customer_service', 'monetary_values', 'check-in_boarding']"
12652,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12653,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12654,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'comfort']"
12655,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12656,['frontier_airline'],"['cleanliness', 'check-in_boarding', 'food_beverage', 'monetary_values']"
12657,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'customer_service']"
12658,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12659,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12660,['frontier_airline'],"['comfort', 'customer_service', 'check-in_boarding']"
12661,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'comfort', 'customer_service']"
12662,['frontier_airline'],['monetary_values']
12663,['frontier_airline'],"['customer_service', 'check-in_boarding', 'monetary_values']"
12664,['frontier_airline'],"['check-in_boarding', 'monetary_values', 'comfort']"
12665,['frontier_airline'],"['customer_service', 'monetary_values']"
12666,"['frontier_airline', 'united_airline']","['check-in_boarding', 'monetary_values', 'comfort']"
12667,['frontier_airline'],['monetary_values']
12668,['frontier_airline'],"['check-in_boarding', 'customer_service', 'monetary_values']"
12669,['frontier_airline'],"['monetary_values', 'customer_service', 'check-in_boarding']"
12670,['frontier_airline'],"['customer_service', 'check-in_boarding']"
12671,['frontier_airline'],"['monetary_values', 'check-in_boarding', 'customer_service']"
12672,['frontier_airline'],"['check-in_boarding', 'monetary_values']"
